Category,Client Name,Trade Name 1,Trade Name 2,Trade Name 3,Trade Name 4
AUTOMOBILE - REPAIR/GARAGE - OPERATION,"Mitchell, Daniel S.E.",,,,
AUTOMOBILE - REPAIR/GARAGE - OPERATION,R.T. Investments Ltd.,,,,
AUTOMOBILE - REPAIR/GARAGE - OPERATION,N.G.K. Holdings Ltd.,ADVANCE AUTOMOTIVE DIAGNOSTICS & PARTS CENTER,,,
AUTOMOBILE - REPAIR/GARAGE - OPERATION,S & E Auto Sales and Rental Limited,,,,
AUTOMOBILE - REPAIR/GARAGE - OPERATION,"Musgrove, Kim Alexander and Princess",K'S AUTO WORLD,,,
AUTOMOBILE - REPAIR/GARAGE - OPERATION,"Munnings, Richard T.",R & R AUTO REPAIRS,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Grant, Allan",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Thompson Investment Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,O.S.A. Enterprises Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Mitchell, Daniel S.E.",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,R.T. Investments Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Stubbs, Rebecca",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,P.A.F. Imports & Towing Co. Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Albury's Freeport Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Miller's Auto Connection Company Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Martin, Ricardo and Shervonne",Express Auto Parts & Accessories,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Bullseye Car & Scooter Rentals Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Thompson, Delano",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Williams, Geneta",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Williams, Darren Brent",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Plucks Import Export Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Pickstock, Kenolle and Pickstock, Jason",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Freeport Starter Generator Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Freeport Jet Wash & Auto-Mart Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Kent Motors Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Automotive And Industrial Distributors Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Haduj Company Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Jolly, Terry & Jolly, Meaghan",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Ferreira, Angela A.",B. A. N. Auto Sales & Imports,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Johnson, Jason",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Forbes, Don and Emma",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Johnson, Henry II and Johnson, Henry III",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Marshall, Stephen Jason L.",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Archer, Sheila Annette",Concept Racing,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Carey, Lakhal",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Malone, Gordon Craig",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Starter Specialist Auto Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Ellen Invesments Ltd.,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"McCartney, Andre and Jacquelin",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Stubbs, Barbara Georgette & Drummond, Coutreznie Bernadia",Stubbs International Import/Export,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,D.K.S. Motors Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Arturo's Investments Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Buerger Roofing & Sheet Metal Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Ferguson, Kevin",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Rolle, Joel",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Jones, Michael Oliver",KMW Battery Tyres & Lubricants,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Thompson, Irskine E. and Judy",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Brice, Aaron",,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Hawksbill Service Centre Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Black and Blacks Company Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Quality Auto Sales (Freeport) Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,Cartwright's Auto Company Limited,,,,
AUTOMOBILE - SALE OF PARTS & ACCESSORIES,"Salvage Group Company Limited, The",,,,
AUTOMOBILE - SALES (NEW),Quality Auto Sales (Freeport) Limited,,,,
AUTOMOBILE - SALES (NEW),Five Wheels (1986) Limited,,,,
AUTOMOBILE - SALES (NEW),Vinstar Auto Sales and Rental Limited,,,,
AUTOMOBILE - SALES (NEW),Haduj Company Ltd.,All Service Auto Club & Sales,,,
AUTOMOBILE - SALES (NEW),Bahamas Motor Corporation Limited,,,,
AUTOMOBILE - SALES (NEW),Freeport Jet Wash & Auto-Mart Limited,,,,
AUTOMOBILE - SALES (USED),Freeport Jet Wash & Auto-Mart Limited,,,,
AUTOMOBILE - SALES (USED),Kent Motors Limited,,,,
AUTOMOBILE - SALES (USED),Swift Auto Rentals Ltd.,,,,
AUTOMOBILE - SALES (USED),"Williams, Darren Brent",Speedx Automotive,,,
AUTOMOBILE - SALES (USED),"Hoyte, David",VRC Automotive,,,
AUTOMOBILE - SALES (USED),"Knowles, Julian Alexander",Knowles Auto Rentals,,,
AUTOMOBILE - SALES (USED),"Smith, Moses",LMJ Rent-A-Car,,,
AUTOMOBILE - SALES (USED),"Jolly, Terry & Jolly, Meaghan",,,,
AUTOMOBILE - SALES (USED),Vinstar Auto Sales and Rental Limited,,,,
AUTOMOBILE - SALES (USED),"Johnson, Henry II and Johnson, Henry III",Father & Son Autoline,,,
AUTOMOBILE - SALES (USED),"Forbes, Don and Emma",,,,
AUTOMOBILE - SALES (USED),"Pinder, Khamaron",,,,
AUTOMOBILE - SALES (USED),"Dean, Steve and Dean, Vincent",Acting Hill Rentals & Car Sales,,,
AUTOMOBILE - SALES (USED),"Carey, Lakhal",Carey's Autonation,,,
AUTOMOBILE - SALES (USED),"Storr, Reuben James",Uptown Rentals and Auto Sales,,,
AUTOMOBILE - SALES (USED),"Ferguson, Khambrel Leslie & Ferguson, Aisha Zakia",,,,
AUTOMOBILE - SALES (USED),"Marshall, Stephen Jason L.",,,,
AUTOMOBILE - SALES (USED),Five Wheels (1986) Limited,,,,
AUTOMOBILE - SALES (USED),Cartwright's Auto Company Limited,,,,
AUTOMOBILE - SALES (USED),Quality Auto Sales (Freeport) Limited,,,,
AUTOMOBILE - SALES (USED),Mack Investments Company Limited,MACK'S AUTO LEASING,,,
AUTOMOBILE - SALES (USED),Jeremmie's Auto Sales & Parts Ltd.,,,,
AUTOMOBILE - SALES (USED),"Salvage Group Company Limited, The",,,,
AUTOMOBILE - SALES (USED),Millie's Car Rental Co. Ltd.,,,,
AUTOMOBILE - SALES (USED),Theoc Investment Limiited,,,,
AUTOMOBILE - SALES (USED),"Rolle, Joel",,,,
AUTOMOBILE - SALES (USED),Islander Rent-A-Car (1993) Limited,,,,
AUTOMOBILE - SALES (USED),Arturo's Investments Limited,,,,
AUTOMOBILE - SALES (USED),D.K.S. Motors Limited,,,,
AUTOMOBILE - SALES (USED),Starter Specialist Auto Ltd.,,,,
AUTOMOBILE - SALES (USED),Ellen Invesments Ltd.,,,,
AUTOMOBILE - SALES (USED),"Lewis, Larry P.",Island Jeep and Car Rental,,,
AUTOMOBILE - SALES (USED),"Malone, Gordon Craig",,,,
AUTOMOBILE - SALES (USED),Comarcho Auto Limited,,,,
AUTOMOBILE - SALES (USED),Bullseye Car & Scooter Rentals Limited,,,,
AUTOMOBILE - SALES (USED),Express Rent-A-Car Ltd.,,,,
AUTOMOBILE - SALES (USED),Miller's Auto Connection Company Limited,,,,
AUTOMOBILE - SALES (USED),D'S Car Rental Ltd.,,,,
AUTOMOBILE - SALES (USED),S & E Auto Sales and Rental Limited,Five Star Auto,,,
AUTOMOBILE - TYRE REPAIR,Thompson Investment Limited,,,,
AUTOMOBILE - TYRE REPAIR,"Jones, Michael Oliver",,,,
AUTOMOBILE - TYRE SALES,"Saunders, Wallace D.",,,,
AUTOMOBILE - TYRE SALES,Thompson Investment Limited,,,,
AUTOMOBILE - TYRE SALES,R.T. Investments Ltd.,,,,
AUTOMOBILE - TYRE SALES,"Gembalies, Sherrika T.",GB TIRES,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,"Mitchell, Daniel S.E.",,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,"Cox, Terecita E. and Cox, Jonathan S.",Baby J's Wrecker Services,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,"Stuart, Justin",Self Made Auto & Towing,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,"Roker, Kenton",,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,"Wright, Lamah",Lil Man Auto & Towing,,,
AUTOMOBILE - WRECKER/TOWING SERVICE,Cartwright's Auto Company Limited,,,,
AVIATION - AIRCRAFT SALES & REPAIR,"Nottage, Clement",,,,
AVIATION - AIRLINE CHARTER SERVICES,Flamingo Air Company Limited,,,,
AVIATION - AIRLINE CHARTER SERVICES,KSA Charters Ltd.,,,,
AVIATION - AIRLINE OPERATION,Flamingo Air Company Limited,,,,
AVIATION - AIRLINE OPERATION,Envoy Air Inc.,,,,
AVIATION - AIRLINE OPERATION,"Gulfstream International Airlines, Inc.,",,,,
AVIATION - AIRLINE OPERATION,Bahamasair Holdings Limited,,,,
AVIATION - AIRLINE OPERATION,Western Air Limited,,,,
AVIATION - AIRPLANE HANGER FACILITY,Alpha Aviation Limited,,,,
AVIATION - FREIGHT CHARTER SERVICES,I Rose Limited,,,,
AVIATION - FREIGHT CHARTER SERVICES,KSA Charters Ltd.,,,,
AVIATION - FREIGHT CHARTER SERVICES,Western Air Limited,,,,
BABY SUPPLIES,"McIntosh, Raymond I. and Nathinia M.",,,,
BABY SUPPLIES,Bahamas Bakery Services Ltd.,,,,
BABY SUPPLIES,"Knowles, Peterson Timothy",Toddler's Paradise,,,
BABY SUPPLIES,"Williams, Leathe",The Baby Center and Medical Supplies,,,
BABY SUPPLIES,"Moss, Brent and Edwards-Moss, Kataina",Baby Gender Boutique,,,
BABY SUPPLIES,T & W Freeport Holdings Ltd.,,,,
BAKERY - OPERATION,Western Bakery Limited,,,,
BAKERY - OPERATION,Deliciosa Bakery Limited,,,,
BAKERY - OPERATION,Bartan Investments Company Limited,,,,
BAKERY - OPERATION,"Rollins, Malinda L.",Malinda's Dessert Bar,,,
BAKERY - OPERATION,Bahamas Bakery Services Ltd.,,,,
BAKERY - OPERATION,"Cooper, Deondra Lee, Cooper, Marsha Nicole, Cooper, Dionne Angelie","Pretzel House, The",,,
BAKERY - OPERATION,"Knowles, Hercules J.",,,,
BAKERY - OPERATION,"Knowles, Jacquelyn & Knowles, Keith",,,,
BAKERY - OPERATION,"Brown, Sydney",BRANDON'S BAKERY,,,
BAKERY - OPERATION,"Knowles, Garnet Thomas",D.T.K.,,,
BAKERY - OPERATION,Kelly's Bakery (Freeport) Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Barclay's Bank D.C.O.,,,,
BANKING & FINANCIAL INSTITUTIONS,Commonwealth Bank Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,FirstCaribbean International Bank (Bahamas) Limited,CANADIAN IMPERIAL BANK OF COMMERCE,,,
BANKING & FINANCIAL INSTITUTIONS,Bank of The Bahamas Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Bank of Nova Scotia,,,,
BANKING & FINANCIAL INSTITUTIONS,Teachers & Salaried Workers Co-operative Credit Union Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Bahamas Law Enforcement Co-Operative Credit Union Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Bahamas Development Bank,,,,
BANKING & FINANCIAL INSTITUTIONS,Finance Corporation of The Bahamas Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Grand Bahama Co-operative Credit Union Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Fidelity Bank (Bahamas) Limited,,,,
BANKING & FINANCIAL INSTITUTIONS,Royal Bank of Canada,,,,
BARBER SHOP - OPERATION,"Johnson, Charrice",CUT OF YOUTH,,,
BARBER SHOP - OPERATION,"Leathen, Marvin",MARVELOUS CUTS,,,
BARBER SHOP - OPERATION,R & R Cosmo Fashion Limited,,,,
BARBER SHOP - OPERATION,Central Barber Shop Limited,,,,
BARBER SHOP - OPERATION,"Cooper, Gary Leslie Jr and Beverley",Perfect Cut Barbers,,,
BARBER SHOP - OPERATION,Arcade Barber Shop Limited,,,,
BARBER SHOP - OPERATION,"Rahming, Stefon",Grooming Lounge The,,,
BARBER SHOP - OPERATION,"Lewis, Danielle",Hatz Off Barbershop,,,
BARBER SHOP - OPERATION,"Cartwright, Felix",Feel Like A King Barbershop,,,
BARBER SHOP - OPERATION,"Gardiner, Shandera Antonia",Relyks Hair Studio,,,
BARBER SHOP - OPERATION,"Stubbs, Leonardo",No Cap Cuts,,,
BARBER SHOP - OPERATION,"Curry-Metayer, Astra",Celebrity Barber Shop & Salon,,,
BARBER SHOP - OPERATION,"Knowles Jr., Geoffrey",Xclusive Hair Studio,,,
BARBER SHOP - OPERATION,"Sweeting, Jamal Maxwell",,,,
BARBER SHOP - OPERATION,"Outten, Henrece",Grease Cuts,,,
BARBER SHOP - OPERATION,"Major, Karen C.",,,,
BARBER SHOP - OPERATION,"Strachan, Fenrick L.D.",Cutting Edge Barbers and Supplies The,,,
BARBER SHOP - OPERATION,"Sweeting, Jamal and Sands, Glendia",Evolution Cutz,,,
BARBER SHOP - OPERATION,"Cooper, Darnyl",KASH N KUTS,,,
BARBER SHOP - OPERATION,"Daniel, Rochenel and Agno",LA-KAYE BARBER SHOP,,,
BARBER SHOP - OPERATION,"Curry, Shonton & Russell, Sherice",Up Town Kuts Barber Shop,,,
BARBER SHOP - OPERATION,"Cooper, Darren",D's Barber Shop,,,
BARBER SHOP - OPERATION,"Styles, Karame J.",Kutting Stylez Barber Shop,,,
BARBER SHOP - OPERATION,"Thompson, Dwight Robert",Transformation Barbershop,,,
BARBER SHOP - OPERATION,"Barnett, Wycliffe",Superior Cuts,,,
BEACHWEAR - SALES,"International Underwater Explorers Society Ltd., The",,,,
BEACHWEAR - SALES,Show Off Limited,,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Turner, Joanna and Turner, James",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Smith-Flair, Aquila & Smith, Joella",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Rolle, Ashley Ivanna",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Pubien, Angela",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Nesbitt, Dana Shante",Exotic Tresses Virgin Hair Boutique,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Muller, Sophia L.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Pinder, Lennis and Pinder, Sontonya",Ciao Bella,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Farquharson, Deidree",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Laing, Rafael A. & Major, Merjee L.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Hamilton, Felicia",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Burrows-Dean, Nadia",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Seymour, Julez Justin & Cartwright, Wendy Sharon",The Kolor Kafe,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Burnett, Leslie",Hair And Beauty Junkiez,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Williams, Deandra",Glamified,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Hamilton, Tresa Makeba",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Walkin, Natasha",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Carey, Vencnique Veronica and Carey, Laura",Hairs What's Happening Beauty Supply & Variety Store,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Thompson, Krystal Alsaida",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Farquharson, Deidre",Forever Hair & More,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Curry-Metayer, Astra",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Meadows, Cindy M. & Meadows, Randy H.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Morris, Monique Ivy",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Griffith, Shantell",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Hepburn, Thomasina H.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Roger, Annie",Flawless Hair & Beauty Supplies,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Lightbourne, Crystal Fredrica M. & Lightbourne, Monique Edith",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Swain-Rolle, Lauqusha Crystal and Rahming, Bernadette Atlanta",Braidcity Too,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Wilchombe-Ilet, Evricka Anitra",Remybysassy,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Tynes, Daphne & Farquharson, Deidree",Beautilicious Forever Hair,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Williams, Erika Monique",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Daniel, Rochenel and Agno",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Carter, Natasha",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Hall-Miller, Venus",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Rolle-Rahming, Karka",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Saintil, Islande & Saintil, Michael",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Miller, Anatasha",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Dawkins, Virgell Regina",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Russell, Natasha",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Romer, Daphane A.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Swain, Lauqusha C.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Farquharson, Deidree L. and Tynes, Daphne R.",FOREVER HAIR,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"McIntosh, Raymond I. and Nathinia M.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Strachan, Fenrick L.D.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Knowles, Bernadette",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Miller, Curlene and Rolle, Glenda",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Watson, Claudia A.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Charlot, Ivena Louis & Charlot, Raymond",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Pickstock, Marcia King",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Smith, Jean Eric",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Brown, Barbara Lee and Gibbs, Barry",Three Sisters Hair & Beauty Supplies,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Major, Karen C.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Jones, Kim & Francis, Rodin",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Messam, Lautoya",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Missick, Antonique",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Duncombe, Lakecia and Newman, Marilyn",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Rollins, Sandra",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Thompson, Nikaya",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Henderson, Minitia and Venessa",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Nesbitt, Judith A.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Archer, Angela",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Johnson, Demeka Stephanique",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Stuart, Annissa Winnie Ann & Munnings, Rinajah Traynez",The TipC Studio Nail Supply Store,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Carey, Craig Terrance A. & Edgecombe, Aaliya Leontana 
",Xquisite Xtensions Beauty Supply,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,MEKDES Investments Ltd,,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Basden, Gustave O. and Basden, Stacie",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Pinder, Velma and Gilbert",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Gibson, Joyce, Sands, Janessa & Missick, Jonathan",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,Jon Wes Shoe Company Limited,,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Leathen, Marvin",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Johnson, Charrice",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Ward, Jerry and Carolyn",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Brown, Darlene M.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Avandi Investments, Ltd.",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Rodgers, Jay Anne",,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,New Image Beauty Salon Limited,,,,
BEAUTY - BEAUTY SUPPLIES & COSMETIC SALES,"Davis, Beorah Belinda",Heavenly Beauty Supply Store,,,
BEAUTY SALON OPERATION,"Henderson, Minitia and Venessa",Lustarush Skin & Body Naturals,,,
BEAUTY SALON OPERATION,"Thompson, Nikaya",I Love Hair Studios,,,
BEAUTY SALON OPERATION,"Rollins, Sandra",Total Restoration Salon and Barber,,,
BEAUTY SALON OPERATION,"Messam, Lautoya",Posh Nails Hair & Beauty Studio,,,
BEAUTY SALON OPERATION,"Jones, Kim & Francis, Rodin",New Growth Beauty Salon,,,
BEAUTY SALON OPERATION,"Major, Karen C.","Three -  ""3K's Barber and Beauty Salon""",,,
BEAUTY SALON OPERATION,"Forbes, Kenna S.",Visible Changes II,,,
BEAUTY SALON OPERATION,"Smith, Jean Eric",Labelle Beauty Salon,,,
BEAUTY SALON OPERATION,"Wright-Miller, Doris",Hair to Please Beaiuty Salon,,,
BEAUTY SALON OPERATION,"Pickstock, Marcia King",Pick Hair Beauty Center,,,
BEAUTY SALON OPERATION,Ocean View Retirement Village Ltd.,,,,
BEAUTY SALON OPERATION,"Knowles, Bernadette",Beauty Essentials Salon & Supplies,,,
BEAUTY SALON OPERATION,"Swain, Lauqusha C.",BRAID CITY,,,
BEAUTY SALON OPERATION,"Russell, Natasha",GLAM R US MAKEOVER CENTRE,,,
BEAUTY SALON OPERATION,"Miller, Anatasha",Elite Nail Parlour,,,
BEAUTY SALON OPERATION,"Rolle-Rahming, Karka",Stitch Hair Studio,,,
BEAUTY SALON OPERATION,"Moxey, G. Maria",,,,
BEAUTY SALON OPERATION,"Carter, Natasha",PIZZAZ BEAUTY SHOP,,,
BEAUTY SALON OPERATION,"Major, Krystal",Curl Me Crazy Beauty Salon,,,
BEAUTY SALON OPERATION,"Lightbourne, Crystal Fredrica M. & Lightbourne, Monique Edith",House of Flawless,,,
BEAUTY SALON OPERATION,"Delancey, Jamie Cherry",Nailuxe Beauty Bar,,,
BEAUTY SALON OPERATION,"Williams, Jaquian",CloudNine Beauty Studio,,,
BEAUTY SALON OPERATION,"Griffith, Shantell",Bel Capelli Salon,,,
BEAUTY SALON OPERATION,"Morris, Monique Ivy",Beauty In You Salon & Spa,,,
BEAUTY SALON OPERATION,"Rolle, Christinee Jewel and Pinder, Ann Lanelle",Mood I-Twenty Two,,,
BEAUTY SALON OPERATION,"Meadows, Cindy M. & Meadows, Randy H.",Hair 2 Nail U Studio,,,
BEAUTY SALON OPERATION,"Curry-Metayer, Astra",,,,
BEAUTY SALON OPERATION,"Joseph, Vonique",Enhanced Beauty Salon,,,
BEAUTY SALON OPERATION,"Saintil, Maquita Jurrica & Saintil, Julie",By Saint Beauty Bar,,,
BEAUTY SALON OPERATION,"Grant, Melon",It's A Heavenly Touch Beauty Salon And Supplies,,,
BEAUTY SALON OPERATION,"Sweeting, Jamal Maxwell",Sweeting Entrepreneurial Advisors Vocational,,,
BEAUTY SALON OPERATION,"Walkin, Natasha",Unique Creations Beauty Salon,,,
BEAUTY SALON OPERATION,"Laing, Larinet",Laimaggie Slay,,,
BEAUTY SALON OPERATION,"Johnson, Monet",The Mane Studio,,,
BEAUTY SALON OPERATION,"Hamilton, Tresa Makeba",Tresa's Beauty Loft,,,
BEAUTY SALON OPERATION,"Williams, Rayann",Reesha Da Braider,,,
BEAUTY SALON OPERATION,"Burrows-Dean, Nadia",Salon Do or Dye by Hairslayer,,,
BEAUTY SALON OPERATION,"Hamilton, Felicia",Mommy & Me Beauty Spa & Boutique,,,
BEAUTY SALON OPERATION,"Laing, Rafael A. & Major, Merjee L.",Malee's House of Beauty,,,
BEAUTY SALON OPERATION,"Farquharson, Deidree",Forever Wigs Boutique,,,
BEAUTY SALON OPERATION,"Muller, Sophia L.",Love's Healing Touch,,,
BEAUTY SALON OPERATION,"Pubien, Angela",The Glam Lounge 242,,,
BEAUTY SALON OPERATION,"Wallace, Jennifer & Russell, Lincoln",Jennifer's New Beauty Box & Polish Bar,,,
BEAUTY SALON OPERATION,"Rolle, Ashley Ivanna",Gifted Hands Salon and Spa,,,
BEAUTY SALON OPERATION,"Smith-Flair, Aquila & Smith, Joella",Crowned By The Sisters,,,
BEAUTY SALON OPERATION,"Williams, Nikre A.","Before & After Hair, Nail and Makeup Salon",,,
BEAUTY SALON OPERATION,"Curry, Leah Lachana",Leah's Chair,,,
BEAUTY SALON OPERATION,"Sturrup, Virshe' A.",Tresses Beauty Bar,,,
